source_file,line,question,kg,representation,prompt_type,temperature_label,cq_complexity,expected,got,TP,FP,TN,FN
kgsel_cot_temp0_nen_axiom_ttl.jsonl,23,What are all the available impact factor details for all hazard events?,kwg,axiom,cot,temp0.0,complex,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,24,"What are all the available earthquake hazards, their details, and their types?",kwg,ttl,cot,temp0.0,moderate,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,25,What are all the available population counts of enslaved people by place and year?,enslaved,ttl,cot,temp0.0,simple,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,26,What type or category is assigned to each cruise?,gmo,ttl,cot,temp0.0,simple,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,27,"What are all the enslaved individuals who contributed labor to construction projects, such as the state capitol, and what were their roles?",enslaved,nen,cot,temp0.0,moderate,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,28,What are all the available health-related concerns or attributes of all geographical places?,kwg,nen,cot,temp0.0,simple,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,29,"What are all the known relatives of enslaved individuals, including their relationships and locations?",enslaved,axiom,cot,temp0.0,complex,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,30,"What are all the recorded marriage events between enslaved individuals, categorized by same or different ethnic groupings, and their percentages?",enslaved,axiom,cot,temp0.0,complex,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,31,What are all the available tornado-specific hazard attributes related to all geographical places and how many are there?,kwg,axiom,cot,temp0.0,moderate,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,32,What are all the available climate-specific attributes related to all geographical places?,kwg,nen,cot,temp0.0,moderate,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,33,What are all the available flood-specific hazard attributes and their details related to all geographical places?,kwg,ttl,cot,temp0.0,moderate,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,34,What publications are associated with each field of study?,corescholarrich,nen,cot,temp0.0,moderate,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,35,What are all the common names of enslaved children during the Revolutionary War era?,enslaved,ttl,cot,temp0.0,simple,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,36,What are the media resources linked to multiple topics?,currkg,nen,cot,temp0.0,complex,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,37,"Which people participated in multiple cruises, and did their roles change across cruises?",gmo,ttl,cot,temp0.0,complex,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,38,What are all the available records about individuals identified as enslaved or formerly enslaved according to locations and periods?,enslaved,axiom,cot,temp0.0,moderate,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,39,"What are any and all available hazards, their details, and when did they happen?",kwg,nen,cot,temp0.0,simple,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,40,"What are all the enslaved individuals and who enslaved them, including locations?",enslaved,axiom,cot,temp0.0,moderate,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,41,Which organizations sponsored or funded each cruise?,gmo,ttl,cot,temp0.0,moderate,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,42,What publication types have the longest average time between submission and publication?,corescholarrich,nen,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,43,Which vessels conducted the most cruises?,gmo,axiom,cot,temp0.0,complex,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,44,What are all the available population counts of enslaved people by place and year?,enslaved,nen,cot,temp0.0,simple,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,45,What are the different types of media resources?,currkg,ttl,cot,temp0.0,simple,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,46,"What identifiers are assigned to each vessel, platform, or cruise?",gmo,ttl,cot,temp0.0,simple,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,47,What are all the enslaved individuals who lived in each location in each time period?,enslaved,ttl,cot,temp0.0,complex,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,48,"What are all the available demographic attributes like population, household units, etc., associated with all geographical places?",kwg,ttl,cot,temp0.0,simple,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,49,Which authors have advisors and also submitted publications by each field?,corescholarrich,ttl,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,50,What publications belong to which publication type?,corescholarrich,axiom,cot,temp0.0,moderate,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,51,What are all the median ages of enslaved individuals who escaped by location and time periods?,enslaved,nen,cot,temp0.0,complex,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,52,Which departments have the highest number of agents missing family name information?,corescholarrich,nen,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,53,"What are all the hurricane-specific hazard attributes available that are related to a geographical place, and all the damage impact details available and their temporal data if available?",kwg,nen,cot,temp0.0,complex,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,54,"What are the ""prerequisite chains"" in learning paths?",currkg,nen,cot,temp0.0,complex,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,55,What are all the enslaved children recorded according to locations and time periods?,enslaved,axiom,cot,temp0.0,moderate,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,56,What are all the available learning media?,currkg,nen,cot,temp0.0,simple,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,57,How many modules belong to each category?,currkg,nen,cot,temp0.0,moderate,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,58,What publications involve people from more than one department?,corescholarrich,axiom,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,59,Which vessels conducted the most cruises?,gmo,ttl,cot,temp0.0,complex,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,60,"What are any and all available hazards, their details, and when did they happen?",kwg,axiom,cot,temp0.0,simple,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,61,Which authors have advisors and also submitted publications by each field?,corescholarrich,axiom,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,62,What are all the geographical places associated with enslaved people and their relationships to those places?,enslaved,axiom,cot,temp0.0,simple,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,63,What are all the available geographical places and their names?,kwg,axiom,cot,temp0.0,simple,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,64,What are all the enslaved individuals who lived in each location in each time period?,enslaved,nen,cot,temp0.0,complex,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,65,"What are all the enslaved individuals categorized by gender, ethnicity, and location (e.g., on plantation X or of XXXX ethnicity)?",enslaved,nen,cot,temp0.0,simple,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,66,Which universities in each state are associated with the most publications?,corescholarrich,ttl,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,67,Which universities in each state are associated with the most publications?,corescholarrich,axiom,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,68,"What are the ""prerequisite chains"" in learning paths?",currkg,axiom,cot,temp0.0,complex,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,69,"What are all the enslaved people associated with each owner in each place and time, and how many were there?",enslaved,axiom,cot,temp0.0,moderate,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,70,"Which cruises involved the same PI, vessel, and sponsoring organization?",gmo,ttl,cot,temp0.0,complex,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,71,What are all the available records about individuals identified as enslaved or formerly enslaved according to locations and periods?,enslaved,nen,cot,temp0.0,moderate,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,72,What are all the enslaved individuals who lived in each location in each time period?,enslaved,axiom,cot,temp0.0,complex,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,73,"What are all the known relatives of enslaved individuals, including their relationships and locations?",enslaved,nen,cot,temp0.0,complex,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,74,What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,kwg,ttl,cot,temp0.0,complex,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,75,"What are all the enslaved people associated with each owner in each place and time, and how many were there?",enslaved,nen,cot,temp0.0,moderate,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,76,What are all available departments?,corescholarrich,axiom,cot,temp0.0,simple,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,77,What are all available authors?,corescholarrich,axiom,cot,temp0.0,simple,corescholarrich,currkg,0,1,0,1
kgsel_cot_temp0_nen_axiom_ttl.jsonl,78,What are all the available earthquake hazards and how many are there?,kwg,axiom,cot,temp0.0,simple,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,79,"What people participated in each cruise, and what roles did they have?",gmo,axiom,cot,temp0.0,moderate,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,80,What are all the median ages of enslaved individuals who escaped by location and time periods?,enslaved,ttl,cot,temp0.0,complex,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,81,"Which persona is associated with which learning path, and what are the learning steps within that path?",currkg,axiom,cot,temp0.0,moderate,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,82,What are all the available impact factor details for all hazard events?,kwg,ttl,cot,temp0.0,complex,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,83,What are all the covered topics?,currkg,nen,cot,temp0.0,simple,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,84,What type or category is assigned to each cruise?,gmo,nen,cot,temp0.0,simple,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,85,What are all the available damage details that have been impacted by a hazard?,kwg,axiom,cot,temp0.0,complex,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,86,What are all the common names of enslaved children during the Revolutionary War era?,enslaved,nen,cot,temp0.0,simple,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,87,What are all available cruises or expeditions?,gmo,nen,cot,temp0.0,simple,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,88,What are all the available learning media?,currkg,axiom,cot,temp0.0,simple,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,89,What levels are assigned to each module?,currkg,ttl,cot,temp0.0,simple,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,90,What are all the damage details available done by tornado-specific hazards that are related to a geographical place within a certain temporal extent?,kwg,axiom,cot,temp0.0,complex,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,91,What are all the available health-related concerns or attributes of all geographical places?,kwg,ttl,cot,temp0.0,simple,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,92,What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,kwg,axiom,cot,temp0.0,complex,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,93,Which vessel or platform was used for each cruise?,gmo,axiom,cot,temp0.0,moderate,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,94,What are the most common relationships?,currkg,axiom,cot,temp0.0,moderate,currkg,enslaved,0,1,0,1
kgsel_cot_temp0_nen_axiom_ttl.jsonl,95,Which organizations sponsored or funded each cruise?,gmo,nen,cot,temp0.0,moderate,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,96,What are all the enslaved people by county and by century?,enslaved,ttl,cot,temp0.0,simple,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,97,What are all the enslaved people by county and by century?,enslaved,nen,cot,temp0.0,simple,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,98,What are all available cruises or expeditions?,gmo,ttl,cot,temp0.0,simple,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,99,What publications are associated with each field of study?,corescholarrich,axiom,cot,temp0.0,moderate,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,100,What publications involve people from more than one department?,corescholarrich,ttl,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,101,What publications are associated with each field of study?,corescholarrich,ttl,cot,temp0.0,moderate,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,102,Which vessels conducted the most cruises?,gmo,nen,cot,temp0.0,complex,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,103,What are all the available records about individuals identified as enslaved or formerly enslaved according to locations and periods?,enslaved,ttl,cot,temp0.0,moderate,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,104,What levels are assigned to each module?,currkg,axiom,cot,temp0.0,simple,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,105,What publications belong to which publication type?,corescholarrich,ttl,cot,temp0.0,moderate,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,106,What are all the enslaved children recorded according to locations and time periods?,enslaved,nen,cot,temp0.0,moderate,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,107,Which authors have co-authored the most media resources?,currkg,ttl,cot,temp0.0,complex,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,108,What are all available publications and their DOI values?,corescholarrich,axiom,cot,temp0.0,simple,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,109,What are all the available learning media?,currkg,ttl,cot,temp0.0,simple,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,110,Which samples are associated with a given place or feature?,gmo,axiom,cot,temp0.0,moderate,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,111,"What are all the documented skill categories associated with enslaved individuals, broken down by ethnic group, and their percentages?",enslaved,nen,cot,temp0.0,complex,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,112,What publications involve people from more than one department?,corescholarrich,nen,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,113,What are all available cruises or expeditions?,gmo,axiom,cot,temp0.0,simple,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,114,Which authors have co-authored the most media resources?,currkg,nen,cot,temp0.0,complex,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,115,"What identifiers are assigned to each vessel, platform, or cruise?",gmo,nen,cot,temp0.0,simple,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,116,What are the different types of media resources?,currkg,axiom,cot,temp0.0,simple,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,117,Which authors have contributed to multiple media resources?,currkg,nen,cot,temp0.0,moderate,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,118,What are all the available flood-specific hazard attributes and their details related to all geographical places?,kwg,axiom,cot,temp0.0,moderate,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,119,Which authors have contributed to multiple media resources?,currkg,ttl,cot,temp0.0,moderate,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,120,Which cruises have both temporal and spatial information?,gmo,ttl,cot,temp0.0,moderate,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,121,What are the top 10 most referenced media resources?,currkg,nen,cot,temp0.0,moderate,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,122,What are the media resources linked to multiple topics?,currkg,ttl,cot,temp0.0,complex,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,123,Are there Personas that have overlapping Learning Paths?,currkg,ttl,cot,temp0.0,complex,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,124,What publication types have the longest average time between submission and publication?,corescholarrich,axiom,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,125,What are all available publications and their submission dates?,corescholarrich,axiom,cot,temp0.0,simple,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,126,Which vessel or platform was used for each cruise?,gmo,ttl,cot,temp0.0,moderate,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,127,What are all the geographical places associated with enslaved people and their relationships to those places?,enslaved,ttl,cot,temp0.0,simple,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,128,What are all available authors?,corescholarrich,ttl,cot,temp0.0,simple,corescholarrich,currkg,0,1,0,1
kgsel_cot_temp0_nen_axiom_ttl.jsonl,129,What are all the available storm-specific hazard attributes and their details related to all geographical places?,kwg,ttl,cot,temp0.0,moderate,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,130,What are all the available storm-specific hazard attributes and their details related to all geographical places?,kwg,nen,cot,temp0.0,moderate,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,131,Which departments have the highest number of agents missing family name information?,corescholarrich,ttl,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,132,Which topics have the most cross-references?,currkg,ttl,cot,temp0.0,complex,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,133,Which topics have the most cross-references?,currkg,nen,cot,temp0.0,complex,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,134,What are all the available earthquake hazards and how many are there?,kwg,ttl,cot,temp0.0,simple,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,135,"What are the ""prerequisite chains"" in learning paths?",currkg,ttl,cot,temp0.0,complex,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,136,What publication types have the longest average time between submission and publication?,corescholarrich,ttl,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,137,Which organizations sponsored or funded each cruise?,gmo,axiom,cot,temp0.0,moderate,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,138,Which cruises have both temporal and spatial information?,gmo,axiom,cot,temp0.0,moderate,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,139,Which universities in each state are associated with the most publications?,corescholarrich,nen,cot,temp0.0,complex,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,140,What colleges are associated with universities in each city?,corescholarrich,ttl,cot,temp0.0,moderate,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,141,What publications belong to which publication type?,corescholarrich,nen,cot,temp0.0,moderate,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,142,What are all the available impact factor details for all hazard events?,kwg,nen,cot,temp0.0,complex,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,143,What are all the available tornado-specific hazard attributes related to all geographical places and how many are there?,kwg,nen,cot,temp0.0,moderate,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,144,"What are all the hurricane-specific hazard attributes available that are related to a geographical place, and all the damage impact details available and their temporal data if available?",kwg,ttl,cot,temp0.0,complex,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,145,"Which cruises are missing vessel, date, place, or identifier information?",gmo,ttl,cot,temp0.0,complex,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,146,What are all the available tornado-specific hazard attributes related to all geographical places and how many are there?,kwg,ttl,cot,temp0.0,moderate,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,147,What are all available universities and their city values?,corescholarrich,nen,cot,temp0.0,simple,corescholarrich,corescholarrich,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,148,Are there Personas that have overlapping Learning Paths?,currkg,axiom,cot,temp0.0,complex,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,149,What are the top 10 most referenced media resources?,currkg,axiom,cot,temp0.0,moderate,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,150,"What are all the hurricane-specific hazard attributes available that are related to a geographical place, and all the damage impact details available and their temporal data if available?",kwg,axiom,cot,temp0.0,complex,kwg,kwg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,151,What names or titles are associated with each cruise?,gmo,axiom,cot,temp0.0,simple,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,152,"What are all the recorded marriage events between enslaved individuals, categorized by same or different ethnic groupings, and their percentages?",enslaved,ttl,cot,temp0.0,complex,enslaved,enslaved,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,153,"Which people participated in multiple cruises, and did their roles change across cruises?",gmo,axiom,cot,temp0.0,complex,gmo,gmo,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,154,What are the different types of media resources?,currkg,nen,cot,temp0.0,simple,currkg,currkg,1,0,0,0
kgsel_cot_temp0_nen_axiom_ttl.jsonl,155,What are all the available climate-specific attributes related to all geographical places?,kwg,ttl,cot,temp0.0,moderate,kwg,kwg,1,0,0,0
